meal_id,meal_type,kcal,title,protein,carbohydrate,fat,fatty_acids_saturated,iron,vitamin_C,calcium,fiber
20,breakfast,599.71,"Baked potato, pinto dried beans, cheese",40.737,57.53999999999999,17.384,4.435,0.0103482,0.1493499999999999,0.3154499999999999,4.2
21,dinner,749.13,"Bread, Milk, Juice",55.70729,239.93752,44.35662,10.8675,0.009656,0.0264,0.2277488999999999,3.715
22,dinner,993.13,"Chicken fajitas with baked beans, yogurt",65.55799999999999,231.967,45.129,11.6175,0.0071933,0.0264,0.24551,12.965
23,dinner,934.21,"Chicken fajitas with lentils, yogurt",70.05799999999999,156.9545,53.767875,12.1175,0.0216933,0.0264,0.37301,23.465
24,dinner,980.13,"Chicken fajitas with split peas, yogurt",55.808,243.217,41.129000000000005,11.2175,0.0065183,0.0264,0.20051,6.465
25,dinner,644.95,"Chicken fajitas with pinto beans, yogurt",55.87452,147.04176,31.41656,12.2135,0.0102861,0.1144999999999999,0.4357432,2.74
26,dinner,888.95,"Chicken fajitas with red kidney beans, yogurt",61.785,142.26,31.880000000000003,12.6635,0.0088085,0.1144999999999999,0.4464,8.290000000000001
27,dinner,830.03,"Chicken fajitas with pinto dried beans, yogurt",64.485,97.2525,37.063325,12.9635,0.0175084999999999,0.1144999999999999,0.5229,14.59
28,dinner,875.95,"Pearl barley with vegetables, cheese",55.935,149.01000000000002,29.48,12.4235,0.0084035,0.1144999999999999,0.4194,4.39
29,dinner,699.05,"Bulgur wheat with vegetables, cheese",77.68739,216.46332,30.75442,5.075,0.0104982,0.03725,0.5283099,0.0
30,dinner,943.05,"Couscous with vegetables, cheese",86.75,209.13,31.465,5.765000000000001,0.0082325,0.03725,0.54465,8.51
31,dinner,884.13,"Polenta with vegetables, cheese",90.89,140.11849999999998,39.412765,6.2250000000000005,0.0215725,0.03725,0.66195,18.17
32,dinner,930.05,"Quinoa with vegetables, cheese",77.78,219.48,27.785,5.397,0.0076115,0.03725,0.50325,2.53
33,lunch,564.9,"Basmati rice with vegetables, cheese",45.4,87.4925,18.1275,8.7785,0.0100764999999999,0.0983,0.43755,6.68
34,lunch,585.9,"Wheat bran with vegetables, cheese",49.99,114.56,19.14,9.116,0.007579,0.0983,0.4226999999999999,6.68
35,lunch,562.9,"Turnip with vegetables, cheese",44.59,88.505,17.7225,8.7785,0.0080515,0.100325,0.467925,6.68
36,lunch,575.9,"Sausages, mushrooms, lentils, toast",45.4,93.5675,18.1275,8.981,0.0068365,0.0983,0.435525,6.68
37,dinner,1570.62,"Sausages, mushrooms, split peas, toast",51.354,184.1,38.647000000000006,15.7807,0.0116,0.0246,0.15752,6.078
38,dinner,1091.58,"Sausages, mushrooms, pinto beans, toast",52.81377,187.85976,40.320060000000005,15.588,0.0111001,0.0246,0.2167357,3.744
39,dinner,1335.58,"Sausages, mushrooms, red kidney beans, toast",56.754,184.671,40.629000000000005,15.888000000000002,0.010115,0.0246,0.22384,7.444
40,dinner,1276.66,"Sausages, mushrooms, brown beans, toast",58.554,154.666,44.08455000000001,16.088,0.015915,0.0246,0.27484,11.644
41,dinner,1130.58,"Sausages, mushrooms, dried pinto beans, toast",51.354,137.271,40.029,15.868,0.008915,0.0246,0.23284,3.744
42,dinner,329.79,"Bread, raisins, apricots,milk",12.7565,49.1495,13.475650000000002,1.145997,0.0045542859999999,0.0054,0.1939986,7.73317
43,dinner,374.79,"Baked bean soup & bread, fruit",28.22361,89.68409,15.209030000000002,1.55934,0.0071943899999999,0.0054,0.1673337,1.2
44,dinner,351.79,"Lentil soup & bread, fruit",22.89,63.95,13.809,1.226,0.007661,0.0074,0.212,1.2
45,dinner,364.79,"Pea soup & bread, fruit",23.69,68.95,14.209,1.426,0.006461,0.0054,0.18,1.2
46,dinner,238.37,"Pinto bean soup & bread, fruit",9.043,43.869,2.317,0.4634999999999999,0.002677,0.02758,0.0546199999999999,6.855
47,dinner,283.37,"Red kidney bean soup & bread, fruit",18.323,68.18900000000001,3.357,0.7114999999999999,0.004261,0.02758,0.0386199999999999,2.935
48,dinner,260.37,"Dried pinto bean soup & bread, fruit",15.123,52.749,2.5170000000000003,0.5115,0.004541,0.02878,0.06542,2.935
49,dinner,273.37,"Sausages, baked beans, vegetables",15.603,55.749,2.757,0.6314999999999998,0.0038209999999999,0.02758,0.04622,2.935
50,lunch,640.09,"Sausages, lentils, vegetables",43.694,32.398,11.2595,2.5385000000000004,0.00348,0.07365,0.20648,1.2395
51,lunch,581.17,"Sausages, pinto beans, vegetables",44.297,22.346325,12.41710925,2.6055000000000006,0.005423,0.07365,0.223565,2.6465
52,lunch,627.09,"Sausages, red kidney beans, vegetables",42.3875,33.9055,10.7235,2.484900000000001,0.00338955,0.07365,0.20045,0.3685
53,lunch,435.09,"Sausages, brown beans, vegetables",41.885000000000005,16.519000000000002,11.0585,2.5318000000000005,0.003078,0.07365,0.209495,0.0
54,dinner,418.84,"Sausages, pinto dried beans, vegetables",25.46977,110.24876,15.66506,3.3310000000000004,0.0060141,0.1384,0.1679957,12.41
55,dinner,662.84,"Pearl barley, meat & vegetables, salad, dessert",29.41,107.06,15.973999999999998,3.631,0.005029,0.1384,0.1751,16.11
56,dinner,603.92,"Bulgur wheat, meat & vegetables, salad, dessert",31.21,77.055,19.42955,3.831,0.010829,0.1384,0.2261,20.31
57,dinner,649.84,"Couscous, meat & vegetables, salad, dessert",25.51,111.56,14.374,3.4710000000000005,0.0047589999999999,0.1384,0.1571,13.51
58,lunch,907.5,"Polenta, meat & vegetables, salad, dessert",71.605,68.408,21.63525,2.15925,0.0064145,0.11425,0.34642,1.87425
59,lunch,848.58,"Quinoa, meat & vegetables, salad, dessert",72.5095,53.3304875,23.371663875,2.25975,0.0093289999999999,0.11425,0.3720475,3.98475
60,lunch,894.5,"Basmati rice, meat & vegetables, salad, dessert",69.64525,70.66925,20.83125,2.07885,0.006278825,0.11425,0.337375,0.56775
61,lunch,702.5,"Wheat bran, meat & vegetables, salad, dessert",68.89150000000001,44.5895,21.33375,2.1492,0.0058115,0.11425,0.3509425,0.015
62,lunch,522.12,"Turnip, meat & vegetables, salad, dessert",43.381,32.201,17.535,3.161,0.0027819999999999,0.09576,0.07625,11.81
63,lunch,546.12,Salmon & Mexican Salad with baked beans,46.661,36.341,17.755000000000003,3.185,0.0043139999999999,0.09576,0.07265,9.85
64,lunch,567.12,Salmon & Mexican Salad with lentils,48.021,44.361,18.055,3.285,0.0035739999999999,0.09576,0.0682499999999999,9.85
65,lunch,544.12,Salmon & Mexican Salad with spit peas,46.421,36.641,17.635,3.185,0.003714,0.09636,0.0816499999999999,9.85
66,breakfast,334.51,Salmon & Mexican Salad with pinto beans,15.6685,17.1445,21.888350000000003,5.039903000000001,0.0030417139999999,0.01633,0.0865514,5.24683
67,breakfast,358.51,Salmon & Mexican Salad with red kidney beans,22.775,26.114,22.365,5.0919,0.006361,0.01633,0.07875,1.0
68,breakfast,379.51,Salmon & Mexican Salad with pinto dried beans,25.72139,43.48991,23.01497,5.308560000000001,0.00475761,0.01633,0.0692163,1.0
69,breakfast,369.51,"Fish, vegetable & bulgur wheat salad, juice",22.775,30.014,22.365,5.221900000000001,0.004281,0.01633,0.07745,1.0
70,lunch,315.15,"Fish, vegetable & couscous salad, juice",10.7465,50.8505,4.68065,0.656997,0.003368286,0.0125,0.1264986,4.81317
71,lunch,360.15,"Fish, vegetable & polenta salad, juice",16.933609999999998,67.06509,5.374029999999999,0.8223400000000001,0.0044243899999999,0.0125,0.1158337,2.2
72,lunch,337.15,"Fish, vegetable & quinoa salad, juice",14.8,56.771,4.814,0.6890000000000001,0.004611,0.0133,0.1337,2.2
73,lunch,350.15,"Fish, vegetable & basmati rice salad, juice",15.12,58.771,4.974,0.7689999999999999,0.0041309999999999,0.0125,0.1209,2.2
74,lunch,442.9,"Fish, vegetable & pasta salad, juice",25.275,54.72,21.657,6.875,0.00612,0.0441,0.30043,16.012
75,lunch,466.9,"Fish, vegetable & wheat bran wheat salad, juice",37.575,70.245,22.482,6.965000000000001,0.011865,0.0441,0.28693,8.661999999999999
76,lunch,464.9,"Fish, vegetable & turnip salad, juice",36.675,71.37,22.032,6.965000000000001,0.009615,0.04635,0.3206799999999999,8.661999999999999
77,lunch,477.9,Shrimps with bulgur wheat & fresh vegetables,37.575,76.995,22.482,7.19,0.008265,0.0441,0.2846799999999999,8.661999999999999
78,dinner,637.77,Shrimps with couscous & fresh vegetables,38.289,109.637,18.262,5.902100000000001,0.0096859999999999,0.1166,0.33107,21.270000000000003
79,dinner,661.77,Shrimps with polenta & fresh vegetables,54.68900000000001,130.33700000000002,19.362,6.022100000000001,0.017346,0.1166,0.3130699999999999,11.47
80,dinner,682.77,Shrimps with quinoa & fresh vegetables,61.48900000000002,170.437,20.862,6.522100000000001,0.013646,0.1166,0.29107,11.47
81,dinner,659.77,Shrimps with basmati rice & fresh vegetables,53.489,131.83700000000002,18.762,6.022100000000001,0.014346,0.1196,0.35807,11.47
82,breakfast,438.8,Shrimps with pasta & fresh vegetables,13.41977,84.10377000000001,3.87891,1.07,0.0040706499999999,0.0023,0.3019005,2.45659
83,lunch,350.29,Shrimps with wheat bran & fresh vegetables,12.01977,99.71576,17.12906,2.155,0.0033121,0.0045,0.0267957,3.62
84,lunch,535.37,Shrimps with turnip & fresh vegetables,17.76,66.52199999999999,20.89355,2.655,0.0081269999999999,0.0045,0.0849,11.52
85,lunch,581.29,Chicken with bulgur wheat & beetroot salad,12.06,101.027,15.838,2.295,0.002057,0.0045,0.0158999999999999,4.720000000000001
86,lunch,389.29,Chicken with couscous & beetroot salad,10.56,49.127,16.838,2.435,0.001127,0.0045,0.0429,3.62
87,lunch,348.7,Chicken with polenta & beetroot salad,28.27,70.7325,8.567499999999999,4.6025,0.0083175,0.0299,0.33685,0.0
88,lunch,369.7,Chicken with quinoa & beetroot salad,32.86,97.8,9.58,4.94,0.00582,0.0299,0.322,0.0
89,lunch,346.7,Chicken with basmati rice & beetroot salad,27.46,71.74499999999999,8.1625,4.6025,0.0062925,0.031925,0.367225,0.0
90,lunch,359.7,Chicken with pasta & beetroot salad,28.27,76.80749999999999,8.567499999999999,4.805,0.0050774999999999,0.0299,0.334825,0.0
91,lunch,808.6,Chicken with wheat bran & beetroot salad,33.075,129.305,23.61,5.121,0.0074159999999999,0.05595,0.16115,7.5
92,lunch,829.6,Chicken with turnip & beetroot salad,35.794999999999995,145.345,24.21,5.321,0.005936,0.05595,0.1523499999999999,7.5
93,lunch,806.6,Bean soup with vegetables & ricotta cheese,32.595,129.905,23.37,5.121,0.0062159999999999,0.05715,0.17915,7.5
94,lunch,819.6,Lentil soup with vegetables & ricotta cheese,33.075,132.905,23.61,5.241,0.0054959999999999,0.05595,0.15995,7.5
95,breakfast,405.33,Split pea soup with vegetables & ricotta cheese,35.484,58.3865,16.8765,2.8219000000000003,0.0092626,0.00088,0.1905099999999999,5.422
96,breakfast,426.33,Pinto bean soup with vegetables & ricotta cheese,40.074000000000005,85.454,17.889,3.1594,0.0067651,0.00088,0.1756599999999999,5.422
97,breakfast,403.33,Red kidney bean soup with vegetables & ricotta cheese,34.674,59.399,16.4715,2.8219000000000003,0.0072376,0.002905,0.220885,5.422
98,breakfast,416.33,Pinto dried bean soup with vegetables & ricotta cheese,35.484,64.4615,16.8765,3.0244,0.0060225999999999,0.00088,0.1884849999999999,5.422
99,lunch,603.13,"Trout, Bulgur wheat, Squash, Kale",57.02,58.92699999999999,12.939,5.113,0.0046262,0.27552,0.18932,11.219
100,lunch,627.13,"Trout, Couscous, Squash, Kale",60.3,63.06699999999999,13.159,5.1370000000000005,0.0061582,0.27552,0.18572,9.259
101,lunch,648.13,"Trout, Polenta, Squash, Kale",61.66,71.08699999999999,13.459,5.237,0.0054182,0.27552,0.1813199999999999,9.259
102,lunch,625.13,"Trout, Quinoa, Squash, Kale",60.06,63.36699999999999,13.039,5.1370000000000005,0.0055582,0.27612,0.19472,9.259
103,lunch,337.18,"Trout, Rice, Squash, Kale",32.40139,206.62532,14.976419999999996,4.832999999999999,0.0094126999999999,0.0285,0.4039599,3.12
104,lunch,581.18,"Trout, Pasta, Squash, Kale",41.464,199.292,15.686999999999998,5.523,0.007147,0.0285,0.4203,11.63
105,lunch,522.26,"Trout, Wheat bran, Squash, Kale",45.60399999999999,130.2805,23.634764999999994,5.983,0.020487,0.0285,0.5376000000000001,21.290000000000003
106,lunch,568.18,"Trout, Turnip, Squash, Kale",32.494,209.642,12.007,5.154999999999999,0.006526,0.0285,0.3789,5.65
107,breakfast,387.0,Pearl barley salad with pesto and chicken,16.904220000000002,89.92822,5.41826,1.605,0.0023359,0.0249999999999999,0.392943,3.68474
13981392,breakfast,296.5,"Waffles, Cinnamon, Blackberry and apple",6.47,47.7,10.231,5.872,0.0014370999999999,0.01202,0.14756,2.8280000000000003
13981393,morning_snack,86.3,"Fromage frais, Peaches",7.9,13.96,0.31,0.1,0.00054,0.0341,0.0946999999999999,0.7
13981394,lunch,389.2,"Soup, Bread rolls",17.39,67.91,7.18,2.912,0.003528,0.0044,0.1964,2.34
13981395,afternoon_snack,109.8,"Carrots, Pepper, Dips",2.767,12.849,5.496,1.492,0.0010382,0.1944,0.05361,5.113
13981396,dinner,1108.35,"Curry, Rice, Bread",53.870000000000005,147.61,37.875,10.2995,0.0068319999999999,0.0,0.47465,12.635000000000002
14254230,breakfast,381.36,"Muffins, Coffee, Apples",13.96,64.02,9.528,4.964,0.0027056,0.0066,0.2766,10.32
14254231,morning_snack,393.23,"Eggs, Cheese straws/twists",17.061,28.98,24.036,12.171,0.0018917,0.0,0.17335,1.5
14254232,lunch,723.5,"Fish, vegetable & pearl barley salad, juice",69.62500000000001,70.01,21.48,2.0085,0.0069095,0.11425,0.34285,0.015
14254233,afternoon_snack,218.32,"Houmous, Pepper, Carrots, Cucumber",5.010000000000001,13.346,16.498,0.0849999999999999,0.001542,0.06526,0.04853,6.541
14254234,dinner,585.46,"Soup, Bread, Yogurt, Berries, Honey",20.574,87.262,21.412,11.603,0.0053504,0.0272999999999999,0.43596,7.868
14254236,breakfast,518.26,"Sausage roll, beans, vegetables, bread, Juice",18.221,78.705,16.831000000000003,6.632,0.0052382,0.0920999999999999,0.31058,10.639
14254238,lunch,554.85,"Sandwich, Yogurt, Sweetcorn kernels",28.085,70.685,19.65,3.358,0.0027034999999999,0.02165,0.34255,5.32
14254239,afternoon_snack,141.5,"Popcorn, Grapefruit",2.89,20.265,5.955,0.0,8e-05,0.0288,0.0184,2.325
14254240,dinner,1322.58,"Beef bobotie, basmati rice, salad, chutney",52.854,189.171,39.029,15.728000000000002,0.009845,0.0246,0.20584,4.844
14333737,breakfast,166.9,"Milk, breakfast cereal, Orange juice",6.2,29.84,3.44,1.865,0.00344,0.026,0.1401,2.58
14333738,morning_snack,112.98,"Almonds, Apples",3.131,8.41,7.671,0.6859999999999999,0.000463,0.00375,0.0349499999999999,0.75
14333739,lunch,305.93,"Baked beans, Apricots, Potatoes",12.018,65.849,1.1470000000000002,0.3015,0.003707,0.0108,0.09122,11.295
14333740,afternoon_snack,138.46,"Cheese, Cream crackers",13.118,13.454,3.976,2.1084,0.0002758,0.0,0.15526,0.546
14333741,dinner,763.45,"Pasta, Bolognese, Salad, Dessert",53.685,71.16,30.98,12.633499999999998,0.0070084999999999,0.1144999999999999,0.4599,2.74
14412130,breakfast,391.3,"Yogurt, oats, fruit",16.272000000000002,62.78,7.890999999999999,3.4685,0.0027145999999999,0.0083,0.3786029999999999,7.832999999999999
14412131,morning_snack,156.3,"Cherry tomato, almonds",5.44,5.9,11.94,1.021,0.00122,0.042,0.0645,1.95
14412133,afternoon_snack,139.65,"Bananas, peanut butter",4.14,14.145,7.829999999999999,1.941,0.000477,0.0054,0.00915,1.83
14412134,dinner,337.0,"Potatoes, egg & vegetables",17.616,25.252,18.6,3.2412,0.0062539,0.06412,0.3982,3.76
14486014,morning_snack,281.21875,"Peanuts, dark chocolate bar",8.9075,12.85,20.95,7.4075,0.0018,3.75e-05,0.029425,5.725
14486015,lunch,613.9,Vegetable stir fry with rice,44.632000000000005,61.444,21.396,4.453,0.003228,0.0854,0.065245,2.88
14486016,afternoon_snack,46.5,Pears,0.3,11.85,0.15,0.015,0.00015,0.003,0.0075,2.85
14486017,dinner,409.0,"Lasagna or cannelloni, soup",20.325,46.9,15.1,6.375,0.002995,0.0907,0.146,4.775
14498504,breakfast,557.9,"Omelette, cheese, bread",31.292,22.692,38.67400000000001,16.476399999999998,0.0030026,0.0,0.54144,3.772
14498506,lunch,663.6,Potatoes with salmon & vegetables,50.4,64.52,24.34,4.779999999999999,0.003833,0.0316,0.0845,13.56
14498507,afternoon_snack,51.0,Apples,0.6,11.6,0.5,0.12,9e-05,0.006,0.005,1.2
14504524,breakfast,429.87,"Crackers with cottage cheese, meat spread & fruit",22.262,41.872,20.39,9.8476,0.0033704,0.0263,0.1674999999999999,2.768
14504526,lunch,614.54,Pasta with vegetables & sauce,39.260000000000005,56.85,25.6,9.182,0.0051649999999999,0.1182,0.1054,12.18
14504527,afternoon_snack,286.5125,"Coffee, biscuits or cookies",9.45,38.07,11.83,4.332,0.001906,0.0005,0.224,4.0
14506186,breakfast,401.42,"Bread, marmalade, cheese, pears",17.227999999999998,61.51,11.45,6.1018,0.002314,0.005,0.19994,9.47
14506188,lunch,587.0,Quesadilla with vegetables,30.16,67.2,23.73,14.388,0.002915,0.1717,0.6661000000000001,8.58
14530003,breakfast,419.18,"Crumpets, Baked beans, Eggs",24.681,63.995000000000005,8.927,2.2745,0.0053561,0.0,0.218,12.525
14530005,lunch,462.38,"Bread, Cheese, Ham, Apples, Tomatoes, Salad",25.771000000000004,48.655,19.816,10.574699999999998,0.0030359999999999,0.1122,0.4697099999999999,7.112
14530007,dinner,407.9,"Sausages, Potatoes, Broccoli",27.275,44.515,14.695,7.055,0.00291,0.08,0.2289,9.63
14554332,breakfast,457.42,"Eggs, Bread, Pepper, Sauce",28.092,46.21,19.032,4.747,0.0055464,0.2016,0.25926,9.558
14554333,morning_snack,139.8,"Mousse, Pears",3.75,27.75,2.37,1.539,0.000936,0.0045,0.0861,4.05
14554334,lunch,868.1,"Pasta, Pesto, Spinach, Salad, Chicken",61.43,71.75000000000001,39.3,5.924,0.005306,0.0214,0.211,13.84
14554335,afternoon_snack,157.85,"Smoothies, Yogurt",3.565,26.56,4.79,3.0375,4.95e-05,0.0,0.0567,2.0
14554336,dinner,574.0,Fish Pie with Peas,73.35300000000001,44.135000000000005,14.29,5.984,0.007887,0.0562499999999999,0.21983,6.5120000000000005
14554521,breakfast,658.57,open-faced sandwich & juice,29.346,69.05399999999999,31.469,17.2602,0.002931,0.0655,0.60201,7.001
14554522,morning_snack,239.5,"Blueberries, yogurt",9.45,16.3,15.5,10.145,0.000715,0.006,0.199,1.5
14554523,lunch,488.1,Chicken burrito,28.33,62.82999999999999,14.909999999999998,2.966,0.003446,0.1298,0.1527,6.140000000000001
14554524,afternoon_snack,113.4625,"Coffee, biscuits or cookies",6.05,14.27,4.03,1.948,0.0005059999999999,0.0001,0.18,0.8
14554525,dinner,506.3125,Pasta with vegetables & sauce,21.385,90.85,8.26,1.279,0.008906,0.02385,0.18515,19.94
14555405,breakfast,397.42,"Muesli, Yogurt",11.342,47.72,17.619999999999997,4.644,0.00156,0.0,0.2586,4.452
14555406,morning_snack,45.0,Peaches,1.35,10.2,0.15,0.0,0.0006,0.042,0.009,0.0
14555408,afternoon_snack,193.15,"Strawberries, crackers",4.12,29.34,7.38,1.272,0.00149,0.057,0.037,8.0
14555409,dinner,716.92,"Soup, potato, fish & salmon",45.514,58.94799999999999,33.758,11.662,0.0035009999999999,0.06027,0.118445,9.38
14556642,breakfast,178.55,Yogurt with honey & banana,6.9345,35.7312,1.8315,1.162,0.0003652,0.008174,0.21243,1.148
14556643,morning_snack,226.2765,Nuts & apple,6.268525,21.020625,14.285955,1.077867,0.0011825849999999,0.0,0.0838915,6.050750000000001
14556644,lunch,1352.56,Soup & beef with rice & spinach salad & orange juice,116.8028,92.9222,57.10940000000001,24.36994,0.0098088,0.154008,0.2069399999999999,7.374
14556645,afternoon_snack,190.0,Avocado,1.9,1.9,19.5,4.1,0.0004,0.006,0.011,0.0
14556647,supper,164.1465,Chocolate,1.73502,14.86107,10.860885,6.2457885,0.00179172,0.0,0.017577,2.268
14586890,breakfast,298.0,"Breakfast cereal, Milk, Grapefruit juice",10.44,61.6,3.0,1.226,0.00748,0.0516,0.1604,5.82
14586891,morning_snack,97.2,Bananas,1.44,24.36,0.12,0.048,0.000324,0.0108,0.0072,1.68
14586892,lunch,472.15,"Tuna Mayonnaise Sandwich, Salad, Yogurt",37.45,52.555,13.938,1.5922,0.0036368,0.02,0.2597,6.29
14586893,afternoon_snack,202.75,"Peanut butter, Apples",6.3,14.875,13.45,3.315,0.000615,0.006,0.0142499999999999,2.85
14586894,dinner,569.21,"Beef, Vegetables, Sweet potato, Pudding",53.865,57.39000000000001,15.452,7.038,0.006811,0.0702,0.24245,3.23
14587465,breakfast,477.74,"Eggs, Bread, Spinach, Peppers",23.4766,36.0062,28.06,13.44246,0.0057024,0.123498,0.27066,7.758
14587466,morning_snack,97.2,Bananas,1.44,24.36,0.12,0.048,0.000324,0.0108,0.0072,1.68
14587467,lunch,839.1,"Vegetable stir fry, Rice, Chicken, Yogurt",57.0,98.62,26.98,2.292,0.003674,0.0301999999999999,0.3367,4.2
14587469,dinner,524.78,"Salmon, Broccoli & Potato",27.192,29.602000000000004,33.314,7.5768,0.0020705,0.0646,0.06866,6.395
14587470,supper,161.32,Drinking chocolate,8.066,23.762,4.36,2.7468,0.0006758,0.00218,0.24852,0.0
14587978,breakfast,233.8,"Cereal, Raspberries, Blueberries, Milk",9.44,45.64,2.84,1.254,0.00575,0.0272,0.157,5.38
14587979,morning_snack,80.73,Almonds,2.756,0.91,7.371,0.611,0.000403,0.0,0.0312,0.0
14587980,lunch,610.3,"Sandwich, Carrots & Celery, Houmous, Apple",27.065,68.91499999999999,26.865,2.5580000000000003,0.0035175,0.01635,0.24405,9.35
14587981,afternoon_snack,356.643,Popcorn & Beef Jerky,16.5564,43.9425,12.6441,3.87828,0.0028293299999999,0.0,0.011907,8.561699999999998
14587982,dinner,374.3,"Cod, Potatoes, Vegetables, Yogurt",40.05,49.14,2.6,1.214,0.002105,0.0252,0.24735,3.525
14716303,breakfast,310.902,Bread and spread,15.21401,40.84377,10.06516,5.458241,0.0017498,0.00176,0.3060819999999999,3.9
14716304,morning_snack,98.04,Apples,0.43,23.5296,0.2064,0.0,0.0002064,0.0,0.01204,3.956
14716305,lunch,406.8,"Soup, Chicken with potatoes and vegetables",41.844,57.317,3.797,0.7757,0.003274,0.04321,0.104188,7.76
14716306,afternoon_snack,40.257,Chocolate pudding,0.592515,6.523335,1.3041,0.3580605,0.000360045,8.505e-05,0.0153465,0.0
14716307,dinner,349.906,"Sandwich with ham and vegetables, cookies",13.3006,33.33899999999999,18.333,3.47388,0.0024547999999999,0.0214688,0.135288,3.862
14716308,supper,210.796,Chamomile tea with oatmeal cookies,2.74,34.1442,7.04,1.600592,0.00124868,0.0,0.018092,1.45
14853062,breakfast,472.2625,"Milk with oats, fruit & nuts",15.93,55.88,21.772,4.85,0.0038012,0.007322,0.40802,8.896
14853064,lunch,526.0,"Quiche lorraine, fruit",16.448,45.88,30.4,15.534,0.001294,0.0108779999999999,0.2232,2.322
14853065,afternoon_snack,97.2,Bananas,1.44,24.36,0.12,0.048,0.000324,0.0108,0.0072,1.68
14922763,breakfast,496.6,Yogurt with fruit & nuts,15.64,57.76,22.05,2.854,0.0036299999999999,0.057,0.3008,11.1
14922765,lunch,491.6,Vegetable stir fry & potatoes with dip,14.561,72.34700000000001,17.887999999999998,4.976,0.0035406,0.0986,0.16623,5.819
14922766,afternoon_snack,192.825,Pudding,4.05,32.7,6.0,1.065,0.00075,0.003,0.135,1.5
14924280,breakfast,256.3,"Cereal, Milk, Bananas",6.08,57.68,1.94,1.145,0.002714,0.0128,0.1272,1.77
14924281,morning_snack,305.5,Cashew nuts,10.25,9.4,25.45,5.05,0.0031,0.0,0.0175,2.15
14924282,lunch,589.6,Fast foods,46.0692,53.2516,21.574,8.33212,0.0036716,0.011792,0.2546,3.216
14924283,afternoon_snack,236.0,"Yogurt, Apples",5.85,38.475,7.5,4.12,9e-05,0.006,0.175,1.575
14924284,dinner,777.47,"Venison, Blackberry Sauce,Vegetable, Pudding",63.66799999999999,87.27,21.793,8.6831,0.0088277,0.09987,0.48816,3.003
14964678,afternoon_snack,67.0,Dried mixed fruit,0.575,17.025,0.1,0.0,0.00055,0.0,0.01825,0.0
14964679,dinner,568.5,Potatoes with meat & vegetables,56.85,29.25,25.6,6.3,0.00696,0.19155,0.1639999999999999,0.0
14964869,breakfast,443.36875,"Oats with fruit & nuts, coffee",16.740000000000002,54.28,17.09,4.729,0.005341,0.011,0.6852500000000001,10.655
14964870,morning_snack,163.0,Carrots with cheese dip,9.325,18.065,6.075,3.635,0.0006399999999999,0.0064,0.2826,0.0
